Date,Flow,Port,Region,Volume (10^3 m3),Volume (MCF),Value (CN$),Value (US$),Price (CN$/GJ),Price (US$/MMBTU),Price (US$/kCF)
02/01/1992,Imports,Emerson,MidWest,10462.5,369336.3137,1507827.22,1275085.81,3.84,3.42,3.54654
02/01/1992,Imports,Ojibway (Windsor),MidWest,17108.5,603946.5063,1283018,1084977.13,2,1.79,1.85623
02/01/1992,Imports,Sarnia,MidWest,41376.4,1460626.719,2007740,1697834.3,1.29,1.15,1.19255
02/01/1992,Imports,St Clair,MidWest,40445.9,1427779.174,1125575,951836.32,0.74,0.66,0.68442
02/01/1992,Imports,Total,Total,109476.1,3864611.633,5930032.01,5014699,1.44,1.28,1.32736
03/01/1992,Exports,Aden,MidWest,22862.1,807054.1206,1507633,1264122.74,1.79,1.58,1.63846
03/01/1992,Exports,Cardston,MidWest,27491.8,970486.9838,1081460.41,906784.8,1.04,0.92,0.95404
03/01/1992,Exports,Cornwall,East,36660.6,1294154.443,4561136,3824429.24,3.31,2.93,3.03841
03/01/1992,Exports,Emerson,MidWest,887969,31346159.82,59870970.42,50200715.27,1.79,1.59,1.64883
03/01/1992,Exports,Fort Frances,East,18990,670365.2661,1758149,1474175.83,2.46,2.18,2.26066
03/01/1992,Exports,Highwater,East,27363,965940.2199,2611773.5,2189924.38,2.54,2.25,2.33325
03/01/1992,Exports,Huntingdon,West,633004.98,22345684.67,38809860.37,32541359.13,1.59,1.41,1.46217
03/01/1992,Exports,Iroquois,East,366669.6,12943789.57,34624483.05,29031996.69,2.51,2.22,2.30214
03/01/1992,Exports,Kingsgate,West,1134114.4,40035329.2,80995412.87,67913174.47,1.89,1.67,1.73179
03/01/1992,Exports,Monchy,MidWest,1100211.8,38838534.81,55548714.62,46576582.72,1.33,1.18,1.22366
03/01/1992,Exports,Niagara Falls,East,635848.1,22446049.54,61262133.8,51367180.36,2.56,2.27,2.35399
03/01/1992,Exports,Ojibway (Windsor),MidWest,7882,278242.1815,574949,482084.24,1.94,1.72,1.78364
03/01/1992,Exports,Philipsburg,East,25729.4,908272.5686,2871359,2407582.08,2.97,2.62,2.71694
03/01/1992,Exports,Reagan Field,MidWest,349.6,12341.21627,26233,21995.89,1.61,1.42,1.47254
03/01/1992,Exports,Sarnia,MidWest,13399.8,473025.829,727957,610378.65,1.44,1.28,1.32736
03/01/1992,Exports,Sprague,MidWest,275.8,9736.005287,42053,35260.67,4.05,3.59,3.72283
03/01/1992,Exports,St Clair,MidWest,14095.5,497584.7082,759575,636889.77,1.44,1.28,1.32736
03/01/1992,Exports,Total,Total,4952917.48,174842751.2,347633853,291484636.9,1.85,1.64,1.70068
03/01/1992,Imports,Coutts,MidWest,65.4,2308.682907,4518.22,3788.44,1.87,1.66,1.72142
03/01/1992,Imports,Emerson,MidWest,3335.7,117753.4185,2894944.02,2427357.69,23.14,20.47,21.22739
03/01/1992,Imports,Iroquois,East,83.4,2944.100221,5687.04,4768.48,1.82,1.61,1.66957
03/01/1992,Imports,Niagara Falls,East,65812.4,2323241.024,6688056,5607812.81,2.7,2.39,2.47843
03/01/1992,Imports,Ojibway (Windsor),MidWest,45712.9,1613709.34,3054186,2560879.18,1.78,1.57,1.62809
03/01/1992,Imports,Sarnia,MidWest,138541.6,4890651.74,10239554,8585679.02,1.97,1.74,1.80438
03/01/1992,Imports,St Clair,MidWest,87019.8,3071882.643,8003429,6710729.05,2.45,2.17,2.25029
03/01/1992,Imports,Total,Total,340571.2,12022490.95,30890374.28,25901014.68,2.41,2.14,2.21918
04/01/1992,Exports,Aden,MidWest,13579.2,479358.8216,937865,789749.38,1.79,1.59,1.64883
04/01/1992,Exports,Cardston,MidWest,29890.6,1055166.931,1177052.28,991162.17,1.04,0.93,0.96441
04/01/1992,Exports,Cornwall,East,25295.7,892962.5414,3636350,3062066.68,3.82,3.39,3.51543
04/01/1992,Exports,Emerson,MidWest,910267.6,32133321.85,62390103.49,52536927.73,1.82,1.62,1.67994
04/01/1992,Exports,Fort Frances,East,16826.7,593998.6953,1647799,1387564.57,2.6,2.31,2.39547
04/01/1992,Exports,Highwater,East,24407,861590.5766,2552764.68,2149610.37,2.77,2.46,2.55102
04/01/1992,Exports,Huntingdon,West,564943.4,19943045.43,34816052.17,29317605.11,1.59,1.41,1.46217
04/01/1992,Exports,Iroquois,East,389027.7,13733052.01,35487991.47,29883426.04,2.42,2.15,2.22955
04/01/1992,Exports,Kingsgate,West,1056027.6,37278790.05,76540827.6,64452849.14,1.91,1.7,1.7629
04/01/1992,Exports,Monchy,MidWest,1069130.4,37741331.5,55807127.39,46993591.2,1.37,1.22,1.26514
04/01/1992,Exports,Niagara Falls,East,624632.7,22050135.13,58218112.1,49023812.7,2.47,2.2,2.2814
04/01/1992,Exports,Ojibway (Windsor),MidWest,9984.5,352462.4539,566862,477338.33,1.52,1.35,1.39995
04/01/1992,Exports,Philipsburg,East,19100.4,674262.4923,2209746,1860764.12,3.07,2.73,2.83101
04/01/1992,Exports,Reagan Field,MidWest,349.1,12323.56579,24560,20681.28,1.5,1.34,1.38958
04/01/1992,Exports,Sarnia,MidWest,13875.9,489832.617,625099,526378.05,1.2,1.06,1.09922
04/01/1992,Exports,Sprague,MidWest,199.2,7031.951607,36523,30754.98,4.87,4.32,4.47984
04/01/1992,Exports,St Clair,MidWest,46456.2,1639948.545,2725159,2294778.71,1.58,1.4,1.4518
04/01/1992,Exports,Total,Total,4813993.9,169938615.2,339399994.2,285799060.6,1.86,1.65,1.71105
04/01/1992,Imports,Coutts,MidWest,51.6,1821.529633,3612.7,3042.15,1.9,1.69,1.75253
04/01/1992,Imports,Emerson,MidWest,2759.9,97427.12469,144858.41,121981.14,1.4,1.24,1.28588
04/01/1992,Imports,Niagara Falls,East,8499,300022.875,571982.4,481650.07,1.79,1.59,1.64883
04/01/1992,Imports,Ojibway (Windsor),MidWest,41242.6,1455903.45,2764009.84,2327493.9,1.78,1.58,1.63846
04/01/1992,Imports,Sarnia,MidWest,66596.2,2350909.918,2583968,2175885.8,1.04,0.93,0.96441
04/01/1992,Imports,St Clair,MidWest,12973.6,457980.5591,1029662,867049.02,2.08,1.85,1.91845
04/01/1992,Imports,Total,Total,132122.9,4664065.456,7098093.35,5977102.08,1.43,1.27,1.31699
05/01/1992,Exports,Aden,MidWest,6633,234151.2802,456599,380806.99,1.79,1.57,1.62809
05/01/1992,Exports,Cardston,MidWest,39001.3,1376783.405,1449820.14,1209160.86,0.97,0.85,0.88145
05/01/1992,Exports,Cornwall,East,21696.1,765893.1991,3414697,2847882.87,4.18,3.68,3.81616
05/01/1992,Exports,Emerson,MidWest,909789.6,32116447.99,67909003.41,56636617.44,1.98,1.74,1.80438
05/01/1992,Exports,Fort Frances,East,16010.2,565175.4599,1595750,1330867.45,2.65,2.33,2.41621
05/01/1992,Exports,Highwater,East,19562,690557.4163,2374808.6,1980608.16,3.22,2.84,2.94508
05/01/1992,Exports,Huntingdon,West,535885.4,18917270.08,32454614.8,27067391.81,1.56,1.38,1.43106
05/01/1992,Exports,Iroquois,East,371659,13119920.19,35165890.61,29328616.14,2.52,2.21,2.29177
05/01/1992,Exports,Kingsgate,West,1110971.3,39218355.51,85214529.71,71069555.98,2.02,1.77,1.83549
05/01/1992,Exports,Monchy,MidWest,1076437.1,37999265.03,63081984.71,52610847.69,1.53,1.35,1.39995
05/01/1992,Exports,Niagara Falls,East,631006.8,22275146.99,59730663.22,49815820.47,2.51,2.21,2.29177
05/01/1992,Exports,Ojibway (Windsor),MidWest,5668,200085.8519,379936,316869.47,1.8,1.58,1.63846
05/01/1992,Exports,Philipsburg,East,13350.6,471289.0217,1716870,1431882.44,3.42,3.01,3.12137
05/01/1992,Exports,Reagan Field,MidWest,391.3,13813.26638,29574,24664.94,1.61,1.42,1.47254
05/01/1992,Exports,Sprague,MidWest,100.4,3544.216573,29287,24425.58,7.75,6.82,7.07234
05/01/1992,Exports,St Clair,MidWest,111601.6,3939643.827,7719413.1,6438048.34,1.85,1.63,1.69031
05/01/1992,Exports,Total,Total,4869763.7,171907342.7,362723441.3,302514066.6,1.96,1.73,1.79401
05/01/1992,Imports,Coutts,MidWest,30.9,1090.799722,2173.99,1813.12,1.89,1.66,1.72142
05/01/1992,Imports,Iroquois,East,2792.5,98577.93605,202175,168615.46,1.92,1.69,1.75253
05/01/1992,Imports,Niagara Falls,East,28574.3,1008700.275,2076646,1731938.32,1.93,1.7,1.7629
05/01/1992,Imports,Ojibway (Windsor),MidWest,19079.5,673524.7022,1685154,1405431.06,2.35,2.06,2.13622
05/01/1992,Imports,Sarnia,MidWest,69857.6,2466040.475,3451549,2878617.72,1.31,1.15,1.19255
05/01/1992,Imports,St Clair,MidWest,13406,473244.695,1121393,935250.16,2.19,1.93,2.00141
05/01/1992,Imports,Total,Total,133740.8,4721178.883,8539090.99,7121665.84,1.69,1.49,1.54513
06/01/1992,Exports,Aden,MidWest,3348.8,118215.8611,237053,198225.94,1.79,1.58,1.63846
06/01/1992,Exports,Cardston,MidWest,30731.9,1084865.63,1253977.89,1048588.08,1.08,0.95,0.98515
06/01/1992,Exports,Cornwall,East,19700,695428.949,3005997,2513642.9,4.06,3.58,3.71246
06/01/1992,Exports,Emerson,MidWest,839223.7,29625403.84,69287989.63,57939267.19,2.2,1.94,2.01178
06/01/1992,Exports,Fort Frances,East,13111.1,462834.4413,1464705,1224800.07,2.97,2.62,2.71694
06/01/1992,Exports,Highwater,East,16536.8,583764.9464,2315655.87,1936373.17,3.73,3.29,3.41173
06/01/1992,Exports,Huntingdon,West,526754.8,18594951.12,30227344.6,25276389.24,1.5,1.32,1.36884
06/01/1992,Exports,Iroquois,East,338443.9,11947395.21,33195846.39,27758678.29,2.61,2.3,2.3851
06/01/1992,Exports,Kingsgate,West,1051007.9,37101589.81,79379987.25,66378290.31,1.99,1.75,1.81475
06/01/1992,Exports,Monchy,MidWest,947348.8,33442323.88,60046819.88,50211714.32,1.66,1.47,1.52439
06/01/1992,Exports,Niagara Falls,East,579618,20461072.92,58342111.68,48786221.32,2.68,2.36,2.44732
06/01/1992,Exports,Philipsburg,East,11764.9,415312.2864,1600277,1338166.65,3.62,3.2,3.3184
06/01/1992,Exports,Reagan Field,MidWest,5,176.5048094,349,291.84,1.49,1.32,1.36884
06/01/1992,Exports,Sprague,MidWest,65,2294.562522,27696,23159.66,11.34,10.01,10.38037
06/01/1992,Exports,St Clair,MidWest,41365.8,1460252.529,2758690.54,2306842.92,1.79,1.58,1.63846
06/01/1992,Exports,Total,Total,4419026.4,155995882.5,343144500.7,286940651.9,2.05,1.81,1.87697
06/01/1992,Imports,Coutts,MidWest,20,706.0192376,1400.26,1170.91,1.89,1.66,1.72142
06/01/1992,Imports,Iroquois,East,3785,133614.1407,306765,256519.77,2.15,1.9,1.9703
06/01/1992,Imports,Niagara Falls,East,140681.3,4966185.209,10637569,8895235.03,2.01,1.78,1.84586
06/01/1992,Imports,Ojibway (Windsor),MidWest,88532,3125264.757,6909500,5777788.75,2.08,1.83,1.89771
06/01/1992,Imports,Sarnia,MidWest,2381.2,84058.65043,174842,146204.52,1.95,1.72,1.78364
06/01/1992,Imports,St Clair,MidWest,41327.9,1458914.623,3295145.18,2755431.32,2.12,1.87,1.93919
06/01/1992,Imports,Total,Total,276727.4,9768743.399,21325221.44,17832350.3,2.05,1.81,1.87697
07/01/1992,Exports,Aden,MidWest,3425.9,120937.5653,242230,203259.59,1.79,1.58,1.63846
07/01/1992,Exports,Cardston,MidWest,28456.7,1004548.882,1157841.57,971565.89,1.07,0.95,0.98515
07/01/1992,Exports,Cornwall,East,20426.4,721071.5678,2856442,2396892.37,3.71,3.29,3.41173
07/01/1992,Exports,Emerson,MidWest,847472.6,29916597.95,64820762.68,54392279.43,2.03,1.8,1.8666
07/01/1992,Exports,Highwater,East,17959.4,633984.0948,2438414.15,2046117.61,3.61,3.19,3.30803
07/01/1992,Exports,Huntingdon,West,528271.3,18648485.02,28860811.7,24217631.35,1.41,1.25,1.29625
07/01/1992,Exports,Iroquois,East,353748.6,12487665.84,33830040.33,28387401.36,2.55,2.25,2.33325
07/01/1992,Exports,Kingsgate,West,1126156.7,39754414.74,85809825.36,72004583.2,2.01,1.78,1.84586
07/01/1992,Exports,Monchy,MidWest,997312.4,35206087.02,57864139.58,48554850.62,1.53,1.35,1.39995
07/01/1992,Exports,Niagara Falls,East,600678.7,21204535.89,55713427.27,46750148.86,2.46,2.18,2.26066
07/01/1992,Exports,Ojibway (Windsor),MidWest,638.7,22546.72435,51060,42845.37,2.12,1.88,1.94956
07/01/1992,Exports,Philipsburg,East,11959.7,422188.9138,1637690,1374215.43,3.64,3.22,3.33914
07/01/1992,Exports,Reagan Field,MidWest,269.9,9527.729612,20269,17008.09,1.6,1.42,1.47254
07/01/1992,Exports,Sarnia,MidWest,27760.6,979975.8824,2097919,1760401.94,2.01,1.78,1.84586
07/01/1992,Exports,Sprague,MidWest,13604.6,480255.466,1438628,1207178.89,2.81,2.49,2.58213
07/01/1992,Exports,St Clair,MidWest,97961.3,3458128.117,6063178,5087722.8,1.66,1.47,1.52439
07/01/1992,Exports,Total,Total,4676103.5,165070951.4,344902678.6,289414102.8,1.95,1.72,1.78364
07/01/1992,Imports,Coutts,MidWest,17.6,621.2969291,1244.61,1044.37,1.9,1.68,1.74216
07/01/1992,Imports,Iroquois,East,4186,147769.8264,311298,261215.81,1.98,1.75,1.81475
07/01/1992,Imports,Niagara Falls,East,116482.1,4111930.172,8575523,7195877.12,1.98,1.75,1.81475
07/01/1992,Imports,Ojibway (Windsor),MidWest,66416.1,2344552.214,5215091,4376077.59,2.1,1.86,1.92882
07/01/1992,Imports,Sarnia,MidWest,43730.8,1543739.304,2417839,2028852.62,1.48,1.31,1.35847
07/01/1992,Imports,St Clair,MidWest,37995.3,1341270.637,2723828,2285613.55,1.9,1.68,1.74216
07/01/1992,Imports,Total,Total,268827.9,9489883.45,19244823.61,16148681.07,1.92,1.7,1.7629
08/01/1992,Exports,Aden,MidWest,12704.5,448481.0702,714117,599662.43,1.5,1.33,1.37921
08/01/1992,Exports,Cardston,MidWest,26442,933428.034,1113289.21,934857.61,1.09,0.96,0.99552
08/01/1992,Exports,Cornwall,East,19725.3,696322.0634,2814779,2363642.39,3.78,3.35,3.47395
08/01/1992,Exports,Emerson,MidWest,890139,31422762.91,77292234.82,64904279.51,2.3,2.04,2.11548
08/01/1992,Exports,Highwater,East,18833.7,664847.7258,2609890.86,2191592.55,3.67,3.25,3.37025
08/01/1992,Exports,Huntingdon,West,587349.22,20733992.43,35104969.46,29478546.65,1.54,1.37,1.42069
08/01/1992,Exports,Iroquois,East,342097.8,12076381.4,33539382.84,28163883.26,2.61,2.31,2.39547
08/01/1992,Exports,Kingsgate,West,1161275.1,40994128.04,90644648.62,76116645.14,2.05,1.82,1.88734
08/01/1992,Exports,Monchy,MidWest,1003270.6,35416417.21,71184241.56,59775240.32,1.86,1.65,1.71105
08/01/1992,Exports,Niagara Falls,East,556104.6,19631027.29,57689432.38,48443301.62,2.75,2.43,2.51991
08/01/1992,Exports,Philipsburg,East,8079.8,285224.7118,1417149,1190016.5,4.64,4.11,4.26207
08/01/1992,Exports,Reagan Field,MidWest,295.7,10438.49443,18640,15652.49,1.35,1.19,1.23403
08/01/1992,Exports,Sprague,MidWest,13943,492201.3115,1454127,1221067.88,2.76,2.45,2.54065
08/01/1992,Exports,St Clair,MidWest,106576.1,3762238.843,6496460,5455244.72,1.61,1.43,1.48291
08/01/1992,Exports,Total,Total,4746836.42,167567891.5,382093361.8,320853633.1,2.12,1.87,1.93919
08/01/1992,Imports,Coutts,MidWest,20.8,734.2600071,1509.56,1267.62,1.94,1.72,1.78364
08/01/1992,Imports,Iroquois,East,4889,172586.4026,451964,379525.81,2.44,2.16,2.23992
08/01/1992,Imports,Niagara Falls,East,68834.5,2429924.061,5874232,4932743.85,2.26,2,2.074
08/01/1992,Imports,Ojibway (Windsor),MidWest,81614.9,2881084.474,7376569,6194294.9,2.41,2.14,2.21918
08/01/1992,Imports,Sarnia,MidWest,40700.9,1436780.919,2226247,1869436.92,1.45,1.28,1.32736
08/01/1992,Imports,St Clair,MidWest,29888.5,1055092.799,2358175.5,1980220.68,2.09,1.85,1.91845
08/01/1992,Imports,Total,Total,225948.6,7976202.916,18288697.06,15357489.77,2.15,1.9,1.9703
09/01/1992,Exports,Aden,MidWest,6689.9,236159.9049,379055,310122.22,1.46,1.26,1.30662
09/01/1992,Exports,Cardston,MidWest,27643.5,975842.1397,1199242.83,981155.36,1.15,0.99,1.02663
09/01/1992,Exports,Cornwall,East,25345.7,894727.5895,3366997.75,2754694.71,3.51,3.03,3.14211
09/01/1992,Exports,Emerson,MidWest,844893.8,29825563.83,79326123.36,64900326.14,2.48,2.14,2.21918
09/01/1992,Exports,Highwater,East,19232.5,678925.7494,2635290.95,2156051.94,3.62,3.13,3.24581
09/01/1992,Exports,Huntingdon,West,549314.6,19391333.76,34396247.67,28141141.87,1.62,1.4,1.4518
09/01/1992,Exports,Iroquois,East,355181.6,12538252.12,35567459.06,29099363.43,2.65,2.29,2.37473
09/01/1992,Exports,Kingsgate,West,1094274.7,38628949.47,92038777.55,75301129.4,2.21,1.91,1.98067
09/01/1992,Exports,Monchy,MidWest,1010299.5,35664544.14,79827078.72,65310180.61,2.06,1.78,1.84586
09/01/1992,Exports,Niagara Falls,East,520071.9,18359038.32,56432757.14,46170217.17,2.87,2.48,2.57176
09/01/1992,Exports,Philipsburg,East,8662.1,305780.4619,1516985,1241114.74,4.63,4,4.148
09/01/1992,Exports,Reagan Field,MidWest,365,12884.85109,23007,18823.08,1.35,1.16,1.20292
09/01/1992,Exports,Sarnia,MidWest,5456.9,192633.8189,592317,484601.6,2.87,2.48,2.57176
09/01/1992,Exports,Sprague,MidWest,12918.6,456039.0062,1450357,1186603.33,2.97,2.56,2.65472
09/01/1992,Exports,St Clair,MidWest,88220.8,3114279.098,6234399.41,5100647.02,1.87,1.61,1.66957
09/01/1992,Exports,Total,Total,4568571.1,161274954.2,394986095.4,323156172.6,2.27,1.96,2.03252
09/01/1992,Imports,Coutts,MidWest,9.7,342.4193302,702.11,574.43,1.92,1.66,1.72142
09/01/1992,Imports,Iroquois,East,4929,173998.4411,476561,389896.33,2.57,2.22,2.30214
09/01/1992,Imports,Niagara Falls,East,154324.1,5447789.171,14649146,11985135.7,2.51,2.17,2.25029
09/01/1992,Imports,Ojibway (Windsor),MidWest,84653.8,2988360.567,8117104,6640973.67,2.57,2.22,2.30214
09/01/1992,Imports,Sarnia,MidWest,41027.2,1448299.623,2313427,1892720.34,1.49,1.29,1.33773
09/01/1992,Imports,St Clair,MidWest,32170.2,1135639.004,2328515,1905064.52,1.91,1.65,1.71105
09/01/1992,Imports,Total,Total,317114,11194429.23,27885455.11,22814364.98,2.33,2.01,2.08437
10/01/1992,Exports,Aden,MidWest,14996,529373.2244,809142,649898.34,1.44,1.22,1.26514
10/01/1992,Exports,Cardston,MidWest,36730.3,1296614.92,1665375.3,1337620.15,1.2,1.02,1.05774
10/01/1992,Exports,Cornwall,East,26541.6,936944.0099,3522309.9,2829099.66,3.5,2.97,3.07989
10/01/1992,Exports,Emerson,MidWest,877612.5,30980565.41,98995730.75,79512818.53,2.97,2.52,2.61324
10/01/1992,Exports,Highwater,East,21691.7,765737.8748,2982878.13,2395831.07,3.63,3.07,3.18359
10/01/1992,Exports,Huntingdon,West,613229.6,21647594.73,41348110.43,33210571.57,1.75,1.48,1.53476
10/01/1992,Exports,Iroquois,East,446903.5,15776123.42,50421391.77,40498180.51,3,2.54,2.63398
10/01/1992,Exports,Kingsgate,West,1035696.7,36561089.73,85890044.26,68986404.27,2.19,1.86,1.92882
10/01/1992,Exports,Monchy,MidWest,1020055.9,36008954.44,98481932.96,79100139.01,2.53,2.14,2.21918
10/01/1992,Exports,Niagara Falls,East,599254.4,21154256.73,69140001.07,55532863.05,3.05,2.58,2.67546
10/01/1992,Exports,Philipsburg,East,17811.5,628763.0825,2306718,1852743.03,3.42,2.9,3.0073
10/01/1992,Exports,Reagan Field,MidWest,358.3,12648.33464,21259,17075.11,1.27,1.07,1.10959
10/01/1992,Exports,Sarnia,MidWest,1416.4,50000.28241,132531,106448.16,2.51,2.13,2.20881
10/01/1992,Exports,Sprague,MidWest,16552.2,584308.5812,1672324,1343201.31,2.67,2.26,2.34362
10/01/1992,Exports,St Clair,MidWest,169219.5,5973611.119,14756505.36,11852342.76,2.33,1.97,2.04289
10/01/1992,Exports,Total,Total,4898070.1,172906585.9,472146253.9,379225236.5,2.54,2.15,2.22955
10/01/1992,Imports,Iroquois,East,5423,191437.1163,623910,501121.03,3.06,2.59,2.68583
10/01/1992,Imports,Niagara Falls,East,80037.9,2825414.857,9497847,7628617.71,3.13,2.65,2.74805
10/01/1992,Imports,Ojibway (Windsor),MidWest,95909.3,3385690.543,11129624,8939251.89,3.11,2.64,2.73768
10/01/1992,Imports,Sarnia,MidWest,44715.4,1578496.631,3114648,2501667.89,1.84,1.56,1.61772
10/01/1992,Imports,St Clair,MidWest,37549.7,1325540.528,2801614,2250240.73,1.96,1.66,1.72142
10/01/1992,Imports,Total,Total,263635.3,9306579.676,27167643,21820899.26,2.73,2.32,2.40584
11/01/1992,Exports,Aden,MidWest,23734.9,837864.8001,1236741,975378.56,1.41,1.17,1.21329
11/01/1992,Exports,Cardston,MidWest,31944.2,1127660.987,1624371.95,1281090.85,1.34,1.12,1.16144
11/01/1992,Exports,Cornwall,East,35582.5,1256096.476,5598329.32,4415225.5,4.15,3.46,3.58802
11/01/1992,Exports,Emerson,MidWest,863828.6,30493980.48,88791902.32,70027368.62,2.71,2.26,2.34362
11/01/1992,Exports,Highwater,East,26432.8,933103.2652,3369768.32,2657629.83,3.36,2.8,2.9036
11/01/1992,Exports,Huntingdon,West,692495.7,24445764.31,53685459.24,42340025.9,2.01,1.67,1.73179
11/01/1992,Exports,Iroquois,East,545951.7,19272620.15,71375405.1,56291527.41,3.46,2.88,2.98656
11/01/1992,Exports,Kingsgate,West,1243747.4,43905479.56,107419827.2,84718624.57,2.28,1.9,1.9703
11/01/1992,Exports,Monchy,MidWest,1147449.2,40506060.47,92848515.68,73226691.44,2.13,1.77,1.83549
11/01/1992,Exports,Niagara Falls,East,601893.3,21247412.44,76434103.49,60281163.04,3.35,2.79,2.89323
11/01/1992,Exports,Ojibway (Windsor),MidWest,17079,602905.128,1369240,1079876.34,2.15,1.79,1.85623
11/01/1992,Exports,Philipsburg,East,19288.3,680895.543,2471250,1948996.81,3.38,2.81,2.91397
11/01/1992,Exports,Reagan Field,MidWest,361.2,12750.70743,22762,17951.67,1.35,1.12,1.16144
11/01/1992,Exports,Sarnia,MidWest,4249.2,150000.8472,285105,224853.31,1.78,1.48,1.53476
11/01/1992,Exports,Sprague,MidWest,18741.8,661603.5674,2083129.63,1642898.54,2.93,2.44,2.53028
11/01/1992,Exports,St Clair,MidWest,10641,375637.5354,1026309.55,809417.92,2.55,2.12,2.19844
11/01/1992,Exports,Total,Total,5283420.8,186509836.3,509642219.8,401938720.3,2.54,2.11,2.18807
11/01/1992,Imports,Emerson,MidWest,0.1,3.530096188,744570,587218.84,196560.19,163557.04,169608.6505
11/01/1992,Imports,Iroquois,East,14633,516558.9752,1802094,1421254.61,3.24,2.7,2.7999
11/01/1992,Imports,Niagara Falls,East,556.4,19641.45519,62261,49103.28,2.95,2.46,2.55102
11/01/1992,Imports,Ojibway (Windsor),MidWest,28048.2,990128.439,2969102,2341636.96,2.82,2.35,2.43695
11/01/1992,Imports,Sarnia,MidWest,7429,262250.8458,831309,655627.15,2.95,2.46,2.55102
11/01/1992,Imports,St Clair,MidWest,36055.5,1272793.831,3595948.24,2836010.79,2.63,2.19,2.27103
11/01/1992,Imports,Total,Total,86722.2,3061377.076,10005284.24,7890851.64,3.05,2.54,2.63398
12/01/1992,Exports,Aden,MidWest,23742.3,838126.0273,1272481,999805.48,1.45,1.2,1.2444
12/01/1992,Exports,Cardston,MidWest,34950.6,1233789.798,2140352.08,1681703.49,1.62,1.35,1.39995
12/01/1992,Exports,Cornwall,East,45635,1610959.395,5103290.95,4009724.52,2.95,2.45,2.54065
12/01/1992,Exports,Emerson,MidWest,934066.1,32973431.79,92910207.69,73000803.06,2.63,2.18,2.26066
12/01/1992,Exports,Highwater,East,29816.2,1052540.54,3535083.87,2777563.07,3.13,2.6,2.6962
12/01/1992,Exports,Huntingdon,West,674633.7,23815218.53,52936142.69,41592641.15,2.03,1.68,1.74216
12/01/1992,Exports,Iroquois,East,602183.4,21257653.25,78409842.76,61607670.8,3.43,2.85,2.95545
12/01/1992,Exports,Kingsgate,West,1335649.11,47149698.32,120021336.1,94302382.2,2.36,1.96,2.03252
12/01/1992,Exports,Monchy,MidWest,1208082.2,42646463.69,95119510.21,74736681.84,2.07,1.71,1.77327
12/01/1992,Exports,Niagara Falls,East,692272.2,24437874.54,85837923.83,67444014.26,3.28,2.72,2.82064
12/01/1992,Exports,Ojibway (Windsor),MidWest,18925.5,668088.3541,1486170,1167703.81,2.06,1.7,1.7629
12/01/1992,Exports,Philipsburg,East,24827.7,876441.6913,2904368,2282001.1,3.09,2.56,2.65472
12/01/1992,Exports,Reagan Field,MidWest,373.7,13191.96945,22175,17423.2,1.27,1.05,1.08885
12/01/1992,Exports,Sprague,MidWest,21152,746685.9457,2542799.26,1997911.67,3.18,2.63,2.72731
12/01/1992,Exports,St Clair,MidWest,10623,375002.1181,894890,703127.14,2.26,1.88,1.94956
12/01/1992,Exports,Total,Total,5656932.71,199695166,545136573.4,428321156.8,2.53,2.1,2.1777
12/01/1992,Imports,Cardston,MidWest,1369.9,48358.78768,128125.89,100670.24,2.48,2.06,2.13622
12/01/1992,Imports,Emerson,MidWest,20488.4,723260.2274,3332565,2618441.26,4.3,3.56,3.69172
12/01/1992,Imports,Huntingdon,West,1211.2,42756.52503,161000,126499.87,3.44,2.85,2.95545
12/01/1992,Imports,Iroquois,East,22772.4,803887.6243,2699366,2120928.27,3.12,2.59,2.68583
12/01/1992,Imports,Ojibway (Windsor),MidWest,52436.2,1851048.297,4675499.78,3673603.23,2.37,1.96,2.03252
12/01/1992,Imports,Rainy River,East,19131.5,675360.3522,2111800,1659269.74,2.92,2.42,2.50954
12/01/1992,Imports,Sarnia,MidWest,3774,133225.8301,423901,333064.73,2.97,2.46,2.55102
12/01/1992,Imports,St Clair,MidWest,78398.1,2767528.34,6924465.75,5440646.12,2.38,1.97,2.04289
12/01/1992,Imports,Total,Total,216561.3,7644822.196,22325085.19,17541120.48,2.75,2.28,2.36436
12/01/1992,Imports,Windsor (Ojibway),East,16979.6,599396.2123,1868361.77,1467997.04,2.93,2.43,2.51991
01/01/1993,Exports,Aden,MidWest,23280.7,821831.1033,1203969,942404.6,1.4,1.16,1.20292
01/01/1993,Exports,Cardston,MidWest,40570.9,1432191.794,2937524.03,2299341.73,1.92,1.58,1.63846
01/01/1993,Exports,Cornwall,East,42886.6,1513938.232,4865555.62,3808505.05,3,2.48,2.57176
01/01/1993,Exports,Emerson,MidWest,907832.1,32047346.36,86121674.22,67411587.98,2.51,2.07,2.14659
01/01/1993,Exports,Highwater,East,27610.8,974687.7983,3309712.18,2590671.35,3.17,2.62,2.71694
01/01/1993,Exports,Huntingdon,West,650843.26,22975393.11,52521321.67,41110971.52,2.09,1.73,1.79401
01/01/1993,Exports,Iroquois,East,568734.9,20076889.03,70731966.81,55365321.76,3.28,2.71,2.81027
01/01/1993,Exports,Kingsgate,West,1337894.72,47228970.51,120834471,94582968.17,2.37,1.95,2.02215
01/01/1993,Exports,Monchy,MidWest,1126766.1,39775927.14,88877891.89,69569012.48,2.07,1.71,1.77327
