"Status","Gas Day Start","Gas in storage (TWh)","Full (%)","Trend (%)","Injection (GWh/d)","Withdrawal (GWh/d)","Working gas volume (TWh)","Injection capacity (GWh/d)","Withdrawal capacity (GWh/d)"
"E","2017-09-24","912.9138","82.75","0.34","3796.52","54.5","1103.1765","12096.66","20072.89"
"E","2017-09-23","909.0736","82.41","0.33","3673.36","80.3","1103.1765","12097.35","20070.91"
"E","2017-09-22","905.5116","82.08","0.19","2543.93","429.5","1103.1765","12097.78","20069.69"
"E","2017-09-21","903.3668","81.9","0.09","2037.21","1048.5","1103.0343","12097.6","20070.03"
"E","2017-09-20","912.785","82.74","0.09","2021.25","1007.1","1103.1765","12097.74","20069.56"
"E","2017-09-19","911.8365","82.66","0.07","2001.86","1200.5","1103.1765","12097.05","20071.22"
"E","2017-09-18","911.0958","82.59","0.06","2029.61","1396.4","1103.1765","12097","20071.25"
"E","2017-09-17","910.489","82.53","0.21","3068.52","703.7","1103.1607","12097.14","20069.8"
"E","2017-09-16","908.1187","82.32","0.22","3099.71","651.7","1103.1607","12097.56","20068.6"
"E","2017-09-15","905.6672","82.1","0.12","2520.75","1237.9","1103.1607","12097.6","20068.27"
"E","2017-09-14","904.4491","81.99","0.17","2649.7","793.9","1103.0675","12097.5","20068.42"
"E","2017-09-13","902.6225","81.97","0.2","3097.37","948.7","1101.2029","12097.92","20067.2"
"E","2017-09-12","900.4844","81.77","0.22","3328.73","952.5","1101.2029","12097.97","20066.9"
"E","2017-09-11","898.0982","81.56","0.25","3447.2","649.5","1101.2029","12098.49","20065.36"
"E","2017-09-10","895.3147","81.3","0.43","4841.09","59.8","1101.249","12099.69","20064.31"
"E","2017-09-09","890.5275","80.87","0.4","4466.04","84.1","1101.249","12100.34","20062.44"
"E","2017-09-08","886.1183","80.46","0.34","3904.89","185.3","1101.249","12100.82","20061.03"
"E","2017-09-07","882.3902","79.31","0.33","3896.86","262.9","1112.5968","12101.4","20095.78"
"E","2017-09-06","878.6502","78.97","0.34","3934.63","159.1","1112.5968","12101.99","20094.15"
"E","2017-09-05","874.852","78.63","0.33","3948.72","262.4","1112.5968","12102.33","20093.13"
"E","2017-09-04","871.3621","78.26","0.34","4005.87","171.2","1113.4238","12102.93","20091.39"
"E","2017-09-03","867.558","77.91","0.45","5043.21","80.4","1113.4706","12104.16","20090.58"
"E","2017-09-02","862.4599","77.46","0.44","4918.23","38.7","1113.4706","12104.78","20088.88"
"E","2017-09-01","857.6961","77.03","0.37","4240.15","174.2","1113.4706","12114.57","20086.6"
"E","2017-08-31","854.3007","76.69","0.35","4287.52","364.6","1114.0106","12114.59","20086.36"
"E","2017-08-30","850.4218","76.34","0.38","4473.47","220.9","1114.0106","12114.74","20085.77"
"E","2017-08-29","846.2158","75.96","0.4","4612.9","169.3","1114.0106","12114.68","20085.83"
"E","2017-08-28","841.7889","75.56","0.41","4699.19","129.5","1114.0106","12114.85","20085.16"
"E","2017-08-27","837.1116","75.14","0.51","5748.98","37.9","1114.0028","12115.13","20083.89"
"E","2017-08-26","831.5046","74.64","0.5","5610.3","42.9","1114.0028","12115.47","20082.86"
"E","2017-08-25","825.8752","74.14","0.42","4764.23","79.7","1114.0028","12115.77","20082.05"
"E","2017-08-24","821.2235","73.72","0.38","4388.64","110","1114.0028","12115.97","20081.7"
"E","2017-08-23","816.9601","73.34","0.4","4582.86","106.7","1114.0028","12116.04","20081.47"
"E","2017-08-22","812.5671","72.94","0.4","4560.74","151.2","1114.0028","12115.74","20082.31"
"E","2017-08-21","808.2105","72.55","0.37","4573.27","419.3","1114.0028","12116","20081.6"
"E","2017-08-20","804.0999","72.19","0.48","5444.38","132.5","1113.9218","12115.32","20078.59"
"E","2017-08-19","798.8392","71.71","0.48","5515.51","117.6","1113.9218","12115.89","20076.93"
"E","2017-08-18","793.3831","71.22","0.48","5417.21","105.6","1113.9218","12116.07","20076.26"
"E","2017-08-17","788.0729","70.75","0.47","5419.45","142","1113.9218","12116.49","20075.19"
"E","2017-08-16","782.8229","70.26","0.47","5345.52","62.6","1114.1641","12117.05","20073.38"
"E","2017-08-15","777.1206","69.76","0.5","5586.84","56.8","1113.9218","12117.87","20071.21"
"E","2017-08-14","772.1232","69.32","0.49","5564.92","80.6","1113.9218","12118.71","20069.03"
"E","2017-08-13","765.0659","68.68","0.54","6052.34","42.8","1113.9224","12119.53","20066.86"
"E","2017-08-12","760.7769","68.3","0.53","5984.65","49.8","1113.9224","12120.31","20064.7"
"E","2017-08-11","754.8665","67.77","0.45","5202.56","217.2","1113.9224","12120.91","20063.12"
"E","2017-08-10","749.913","67.32","0.39","4639.36","269.1","1113.9224","12121.01","20062.71"
"E","2017-08-09","745.586","66.93","0.38","4672.87","488.8","1113.9224","12121.62","20061.27"
"E","2017-08-08","741.4386","66.56","0.36","4527.9","463.9","1113.9224","12122","20060.26"
"E","2017-08-07","737.3858","66.2","0.44","5169.36","257.2","1113.9224","12122.81","20058.22"
"E","2017-08-06","732.4773","65.76","0.5","5685.46","85.5","1113.8861","12123.11","20055.41"
"E","2017-08-05","726.8271","65.25","0.49","5615.79","164.3","1113.8861","12123.85","20053.49"
"E","2017-08-04","721.3188","64.76","0.44","5148.38","232.2","1113.8861","12124.61","20051.49"
"E","2017-08-03","716.4277","64.32","0.4","4738.35","277.1","1113.8861","12125.28","20049.87"
"E","2017-08-02","711.9731","63.92","0.34","4210.83","428.2","1113.8861","12119.11","20048.73"
"E","2017-08-01","708.1737","63.58","0.38","4448.54","252.9","1113.8861","12126.23","20047.39"
"E","2017-07-31","704.939","63.29","0.43","5045.44","258.7","1113.8861","12109.9","20045.51"
"E","2017-07-30","699.277","62.78","0.54","6055.07","48.8","1113.9393","12120.47","20044.41"
"E","2017-07-29","693.2833","62.24","0.51","5734.49","64.4","1113.9393","12107.24","19900.86"
"E","2017-07-28","687.6376","61.73","0.45","5177.03","117.1","1113.9393","12077.88","20040.62"
"E","2017-07-27","682.6026","61.28","0.41","4659.22","123.8","1113.9393","12062.18","20039.72"
"E","2017-07-26","678.0871","60.87","0.41","4713.74","195","1113.9393","12037.66","20038.47"
"E","2017-07-25","673.6087","60.47","0.4","4708.23","257.5","1113.9393","12037.88","20037.95"
"E","2017-07-24","669.2088","60.08","0.38","4531.79","271.8","1113.9393","12038.33","20036.77"
"E","2017-07-23","665.0838","59.71","0.49","5743.65","237","1113.9155","12038.68","20034.6"
"E","2017-07-22","659.5789","59.21","0.5","5741.74","183.2","1113.9155","12039.2","20033.19"
"E","2017-07-21","654.0286","58.71","0.38","4469.42","257.3","1113.9155","12039.41","20032.46"
"E","2017-07-20","649.8268","58.34","0.34","4249.65","448.4","1113.9155","12039.46","20032.15"
"E","2017-07-19","644.9856","57.9","0.37","4273.94","157.5","1113.9155","12039.7","20031.31"
"E","2017-07-18","641.1588","57.56","0.39","4431.62","137.9","1113.9155","12040.11","20030.23"
"E","2017-07-17","637.8764","57.26","0.4","4617.15","203.5","1113.9155","12040.83","20028.31"
"E","2017-07-16","634.862","57","0.48","5575.98","199","1113.7805","12007.27","20023.47"
"E","2017-07-15","629.5947","56.53","0.44","5148.96","224.6","1113.7805","12007.89","20021.88"
"E","2017-07-14","624.7754","56.1","0.35","4203.26","265.4","1113.7805","12008.27","20020.93"
"E","2017-07-13","619.7013","55.64","0.33","3894.16","246","1113.7805","12008.53","20020.31"
"E","2017-07-12","616.1001","55.32","0.3","3800.49","505.4","1113.7805","12008.96","20019.22"
"E","2017-07-11","614.0592","55.13","0.3","3808.04","438.4","1113.7805","12008.94","20019.36"
"E","2017-07-10","610.7117","54.83","0.34","3998.09","213.4","1113.7805","12009.56","20017.77"
"E","2017-07-09","606.8481","54.48","0.48","5407.46","101","1113.8819","12011.59","20018.02"
"E","2017-07-08","600.6948","53.93","0.48","5460.38","101.8","1113.8819","12012.25","20016.07"
"E","2017-07-07","595.3427","53.45","0.36","4274.7","231.7","1113.8819","12012.75","20014.84"
"E","2017-07-06","592.5675","53.2","0.33","3962.85","301.1","1113.8819","12013.31","20013.85"
"E","2017-07-05","588.9238","52.87","0.34","4133.14","336.2","1113.8819","11961.05","20012.88"
"E","2017-07-04","584.4248","52.47","0.34","4010.56","261.3","1113.8819","11961.18","20012.61"
"E","2017-07-03","581.3489","52.19","0.38","4474.04","215.8","1113.8819","11962.75","20011.07"
"E","2017-07-02","575.5612","51.67","0.47","5357.58","103.1","1113.8733","11963.29","20009.24"
"E","2017-07-01","570.328","51.2","0.45","5152.68","144.5","1113.8733","11963.98","20007.45"
"E","2017-06-30","565.377","50.76","0.33","4010.13","369.4","1113.8733","12016.14","20005.58"
"E","2017-06-29","561.6946","50.43","0.27","3646.35","631","1113.8733","12016.65","20004.09"
"E","2017-06-28","557.4785","50.05","0.26","3234.59","379.5","1113.8733","12016.78","20003.84"
"E","2017-06-27","554.5842","49.79","0.24","3116.48","460.7","1113.8733","12017.13","20003.19"
"E","2017-06-26","551.8789","49.55","0.26","3268.27","411.7","1113.8733","12017.42","20002.6"
"E","2017-06-25","548.2917","49.22","0.39","4589.68","269.3","1113.9133","12018.44","20002.28"
"E","2017-06-24","543.9551","48.83","0.39","4616.86","295.4","1113.9133","12018.96","20001.08"
"E","2017-06-23","539.7451","48.45","0.24","3447.79","745.2","1113.9133","12019","20001.18"
"E","2017-06-22","537.0569","48.21","0.17","3137.83","1256.8","1113.9133","12018.86","20002"
"E","2017-06-21","533.5627","47.97","0.19","3344.49","1282.6","1112.2933","12018.33","20003.13"
"E","2017-06-20","531.4917","47.78","0.2","3346.39","1152","1112.2933","12018.03","20004.62"
"E","2017-06-19","529.3311","47.59","0.23","3373.04","858.6","1112.2933","11996.88","20004.89"
"E","2017-06-18","526.8035","47.36","0.36","4316.48","318.8","1112.3951","11967.04","20006.43"
"E","2017-06-17","522.9385","47.01","0.35","4225.4","344.7","1112.3951","11967.39","20005.58"
"E","2017-06-16","519.0397","46.66","0.31","3788.81","347.4","1112.3951","11967.34","20005.58"
"E","2017-06-15","515.6121","46.35","0.3","3795.09","406.5","1112.3951","11966.76","20007.11"
"E","2017-06-14","512.2154","46.05","0.31","3792.94","380.2","1112.3951","11966.93","20006.76"
"E","2017-06-13","508.7852","45.74","0.34","4084.78","339.6","1112.3951","11967.45","20005.4"
"E","2017-06-12","505.025","45.4","0.38","4453.56","251.9","1112.3951","11968.22","20003.18"
"E","2017-06-11","500.6913","45.01","0.51","5808.7","165","1112.3218","11968.04","19999.43"
"E","2017-06-10","494.9904","44.5","0.45","5361.43","321.6","1112.3218","11889.86","19997.6"
"E","2017-06-09","489.8999","44.04","0.4","4788.85","381.2","1112.3218","11887.37","19998.83"
"E","2017-06-08","485.4684","43.64","0.36","4486.62","436.8","1112.3218","11806.9","19997.19"
"E","2017-06-07","481.7944","43.31","0.37","4539.36","414.9","1112.3218","11807.3","19995.34"
"E","2017-06-06","477.6458","42.94","0.4","4734.55","251.6","1112.3218","11970.33","19992.71"
"E","2017-06-05","473.3888","42.56","0.47","5405.98","207.1","1112.3218","11971.19","19990.27"
"E","2017-06-04","468.1868","42.09","0.53","5984.35","63","1112.2224","11970.66","19985.68"
"E","2017-06-03","462.1914","41.56","0.53","5910.7","55.5","1112.2224","11971.55","19983.14"
"E","2017-06-02","456.2809","41.02","0.45","5145.26","171.1","1112.2224","11972.27","19981.09"
"E","2017-06-01","451.25","40.57","0.4","4594.38","163.4","1112.2224","11972.76","19979.13"
"E","2017-05-31","446.6754","40.16","0.35","4185.23","240.5","1112.2224","11973.58","20052.76"
"E","2017-05-30","442.8892","39.82","0.38","4413.61","204","1112.2224","11974.13","20051.13"
"E","2017-05-29","438.6389","39.44","0.39","4614.05","235.5","1112.2224","11974.98","20048.72"
"E","2017-05-28","434.2244","39.04","0.52","5882.78","70.3","1112.2806","11976.75","20047.38"
"E","2017-05-27","428.3509","38.51","0.52","5862.49","65.2","1112.2806","11977.46","20045.33"
"E","2017-05-26","422.4931","37.98","0.46","5232.22","109.5","1112.2806","11978.4","20042.71"
"E","2017-05-25","417.3166","37.52","0.43","4964.65","155.1","1112.2806","11979.12","20040.65"
"E","2017-05-24","412.424","37.08","0.38","4414.03","211.9","1112.2806","11979.89","20038.46"
"E","2017-05-23","408.1595","36.7","0.37","4413.73","247","1112.2806","11980.78","20036"
"E","2017-05-22","403.9296","36.32","0.38","4399.58","188.1","1112.2806","11981.61","20033.65"
"E","2017-05-21","399.7187","35.94","0.45","5073.27","65","1112.2663","11982.15","20031.25"
"E","2017-05-20","394.6649","35.48","0.41","4707.74","169.8","1112.2663","11982.78","20029.35"
"E","2017-05-19","390.0964","35.07","0.33","3881.56","224.5","1112.2663","11983.37","20027.61"
"E","2017-05-18","386.4163","34.74","0.32","3797.78","249.2","1112.2663","11983.82","20026.29"
"E","2017-05-17","382.8377","34.42","0.32","3733.15","172.8","1112.2663","11984.23","20025.12"
"E","2017-05-16","379.2606","34.1","0.29","3385.18","163.4","1112.2663","11984.34","20024.83"
"E","2017-05-15","376.065","33.81","0.27","3270.17","265.3","1112.2663","11984.64","20023.95"
"E","2017-05-14","372.9977","33.53","0.35","3986.9","124.7","1112.4104","11987.04","20025.9"
"E","2017-05-13","369.1081","33.18","0.32","3810.49","222.9","1112.4104","11987.6","20024.35"
"E","2017-05-12","365.4602","32.85","0.25","3131.72","366.6","1112.4104","11988.17","20022.88"
"E","2017-05-11","362.6839","32.6","0.19","2596.62","506.8","1112.4104","11988.18","20022.86"
"E","2017-05-10","360.5789","32.41","0.12","2148.35","780.1","1112.4104","11987.92","20023.53"
"E","2017-05-09","359.2028","32.29","0.08","1981.43","1055.1","1112.4104","11987.94","20023.35"
"E","2017-05-08","358.4057","32.22","0.15","2102.92","487.2","1112.4104","11987.95","20022.96"
"E","2017-05-07","356.8166","32.08","0.29","3399.56","133.7","1112.3887","11988.18","20021.3"
"E","2017-05-06","353.536","31.78","0.26","3128.66","254","1112.3887","11988.58","20020.18"
"E","2017-05-05","350.6398","31.52","0.19","2423.51","299.3","1112.3887","11988.62","20019.97"
"E","2017-05-04","348.4919","31.33","0.18","2345.78","386.8","1112.3887","11988.67","20019.61"
"E","2017-05-03","346.4359","31.14","0.16","2287.19","475.5","1112.3881","11988.6","20019.66"
"E","2017-05-02","344.4732","30.97","0.14","2197.6","671.9","1112.3881","11988.86","20018.98"
"E","2017-05-01","342.9606","30.83","0.24","2988.27","269.4","1112.3881","11989.01","20018.58"
"E","2017-04-30","340.343","30.6","0.26","3146.72","220.3","1112.3955","11989.35","20017.68"
"E","2017-04-29","337.1059","30.3","0.15","2265.07","543.8","1112.3955","11949.95","19660.67"
"E","2017-04-28","335.3619","30.15","0.04","1401.55","1009.1","1112.3955","11949.8","19661.23"
"E","2017-04-27","334.9317","30.11","0","1275.37","1231.5","1112.3955","11949.7","19661.53"
"E","2017-04-26","334.8728","30.1","0","1391.24","1393.6","1112.3955","11949.73","19661.65"
"E","2017-04-25","329.4336","29.65","0.09","1843.93","823.6","1111.1685","11949.97","19661.23"
"E","2017-04-24","333.9089","30.02","0.12","1821.83","444.1","1112.3955","11950.16","19660.76"
"E","2017-04-23","332.4716","29.89","0.19","2358.17","285.6","1112.3699","11949.95","19659.41"
"E","2017-04-22","330.3726","29.7","0.18","2336.24","347.2","1112.3699","11950.5","19658.46"
"E","2017-04-21","328.3364","29.52","0.03","1343.24","1008.5","1112.3699","11950.87","19657.61"
"E","2017-04-20","327.988","29.49","-0.08","929.74","1791.8","1112.3699","11951.05","19657.26"
"E","2017-04-19","328.7968","29.56","-0.08","922.15","1858.5","1112.3509","11951.24","19656.79"
"E","2017-04-18","329.7384","29.64","0.03","1487.18","1164.2","1112.3509","11951.58","19656.05"
"E","2017-04-17","328.8334","29.59","0.21","2722.17","399.2","1111.1239","11952.21","19654.34"
"E","2017-04-16","326.5072","29.38","0.25","2993.27","261","1111.1433","11953.24","19652.67"
"E","2017-04-15","323.9351","29.15","0.27","3240.47","193.8","1111.1433","11953.9","19650.89"
"E","2017-04-14","320.9586","28.89","0.22","2745.71","355.7","1111.1433","11954.45","19649.44"
"E","2017-04-13","318.7117","28.65","0.16","2306.56","562.3","1112.3703","11954.83","19648.34"
"E","2017-04-12","316.9926","28.5","0.17","2254.66","385.3","1112.3703","11955.16","19647.31"
"E","2017-04-11","315.1459","28.33","0.18","2346.82","343.8","1112.3703","11955.59","19646.09"
"E","2017-04-10","313.1578","28.15","0.2","2576.89","343.9","1112.3703","11956.23","19644.22"
"E","2017-04-09","310.9594","27.95","0.31","3619.01","190.7","1112.3834","11957.09","19642.5"
"E","2017-04-08","307.5286","27.65","0.21","2721.76","421.7","1112.3834","11957.35","19641.65"
"E","2017-04-07","305.2331","27.44","0.1","1659.89","565.3","1112.3834","11957.44","19641.2"
"E","2017-04-06","304.1441","27.34","0.08","1513.53","573.3","1112.3834","11957.61","19640.81"
"E","2017-04-05","303.2295","27.28","0.13","1963.94","521.6","1111.7478","11954.22","19633.93"
"E","2017-04-04","301.8028","27.15","0.17","2202.96","334.1","1111.7478","11954.86","19632.05"
"E","2017-04-03","299.9399","26.98","0.17","2299.27","390.8","1111.7478","11955.38","19630.69"
"E","2017-04-02","298.0459","26.81","0.26","3090.06","202.9","1111.6456","11822.88","19983.32"
"E","2017-04-01","292.8066","26.49","0.29","3294.62","124.1","1105.4496","11847.19","19657.86"
"E","2017-03-31","289.5301","26.06","0.11","2351.98","1093.3","1111.1447","12059.2","19962.81"
"E","2017-03-30","291.0741","26.1","0.09","1913.31","921.2","1115.3378","12077.09","20008.15"
"E","2017-03-29","290.0831","26.01","0.02","1212.63","967","1115.3378","12077.14","20007.93"
"E","2017-03-28","289.8539","25.99","-0.05","931.22","1479.2","1115.3378","12077.16","20007.78"
"E","2017-03-27","290.3178","26.03","-0.08","805.63","1648.8","1115.3378","12091.07","20007.45"
"E","2017-03-26","291.3513","26.12","0.05","1488.15","890.3","1115.3302","12091.13","20006.78"
"E","2017-03-25","290.774","26.09","0.04","1369.8","944.5","1114.6168","11906.85","19731.11"
"E","2017-03-24","290.354","26.03","-0.07","777.77","1511.7","1115.3302","12091.64","20005.3"
"E","2017-03-23","291.0849","26.1","-0.09","667.55","1719.8","1115.3302","12091.81","20004.75"
"E","2017-03-22","292.1517","26.19","-0.14","583.24","2091.7","1115.3302","12091.94","20004.45"
"E","2017-03-21","293.6719","26.33","-0.09","828.84","1849.2","1115.3302","12092.17","20003.84"
"E","2017-03-20","294.085","26.37","-0.05","896.74","1443.1","1115.3199","12091.84","20003.25"
"E","2017-03-19","295.2672","26.47","0.05","1719.42","1121.5","1115.3527","12092.51","20004.24"
"E","2017-03-18","294.6325","26.42","0.02","1469.88","1266.3","1115.3527","12092.59","20004.06"
"E","2017-03-17","294.4172","26.4","-0.08","705.66","1614","1115.2477","12083.76","20003.57"
"E","2017-03-16","295.3414","26.48","-0.08","768.49","1693.9","1115.2477","12083.76","20003.6"
"E","2017-03-15","296.3344","26.55","-0.14","658.62","2180.3","1115.9357","12087.88","20020.41"
"E","2017-03-14","297.8751","26.69","-0.18","432.16","2417.6","1115.9357","12087.85","20020.61"
"E","2017-03-13","299.8749","26.87","-0.21","477.54","2824","1115.9357","12087.91","20020.67"
"E","2017-03-12","302.2677","27.09","-0.03","1219.11","1582.1","1115.9431","12088.25","20020.36"
"E","2017-03-11","302.6203","27.12","-0.04","1124.62","1586.6","1115.9431","12088.44","20019.98"
"E","2017-03-10","303.0998","27.16","-0.15","586.97","2218.8","1115.9431","12088.59","19630.05"
"E","2017-03-09","304.7626","27.31","-0.18","469.46","2513.9","1115.9431","12088.65","19630.05"
"E","2017-03-08","306.8423","27.5","-0.26","406.06","3284","1115.9431","12088.58","19630.05"
"E","2017-03-07","309.7814","27.76","-0.33","176.29","3877.5","1115.9431","12088.26","19944.97"
"E","2017-03-06","313.6621","28.11","-0.27","277.58","3323.4","1115.9431","12088.18","20021.47"
"E","2017-03-05","316.7453","28.38","-0.1","667.01","1739.3","1115.9332","12088.15","20021.1"
"E","2017-03-04","317.8315","28.48","-0.08","812.77","1739.5","1115.9332","12088.33","19825.24"
"E","2017-03-03","318.7501","28.56","-0.25","468","3246.8","1115.9332","12088.34","19629.83"
"E","2017-03-02","321.5763","28.82","-0.29","390.82","3649.9","1115.9332","12088.12","19769.34"
"E","2017-03-01","324.8898","29.11","-0.33","310.76","3944.8","1115.9332","12087.61","20040.3"
"E","2017-02-28","328.5536","29.44","-0.35","306.34","4226.4","1115.9332","12087.37","20041.04"
"E","2017-02-27","332.5341","29.8","-0.27","526.75","3592.6","1115.9332","12087.07","20041.87"
"E","2017-02-26","335.5993","30.07","-0.18","692.6","2755.3","1115.9273","12086.79","20042.32"
"E","2017-02-25","337.6754","30.26","-0.28","439.38","3570.8","1115.9273","12086.52","20043.08"
"E","2017-02-24","340.8165","30.54","-0.39","366.15","4665.9","1115.9273","12086.04","20044.37"
"E","2017-02-23","345.137","30.93","-0.3","420.05","3793.6","1115.9273","12085.71","20045.35"
"E","2017-02-22","348.5144","31.23","-0.26","632.41","3558.8","1115.9273","12085.53","20045.74"
"E","2017-02-21","351.4376","31.49","-0.28","646.82","3718.5","1115.9273","12085.29","20046.32"
"E","2017-02-20","354.4737","31.76","-0.32","610.56","4222.2","1115.9273","12084.88","20047.43"
"E","2017-02-19","359.1811","32.19","-0.26","766.53","3654.4","1115.9251","12084.65","20047.95"
"E","2017-02-18","362.0835","32.45","-0.25","759.17","3580.4","1115.9251","12084.39","20048.59"
"E","2017-02-17","364.9106","32.7","-0.4","391.29","4828.1","1115.9251","12083.9","20049.9"
"E","2017-02-16","369.362","33.1","-0.43","209.5","5002.2","1115.9251","12083.34","20051.58"
"E","2017-02-15","374.1802","33.53","-0.48","284.72","5629.2","1115.9251","12082.88","20053.02"
"E","2017-02-14","379.042","33.97","-0.56","299.98","6513.5","1115.9251","12082.43","20054.54"
"E","2017-02-13","385.3056","34.53","-0.59","302.24","6852.4","1115.9251","12081.85","20056.34"
"E","2017-02-12","390.8329","35.02","-0.44","421.08","5293.4","1115.9269","12081.51","20057.53"
"E","2017-02-11","395.1954","35.41","-0.54","309.29","6317.4","1115.9269","12081.12","20009.97"
"E","2017-02-10","401.2709","35.96","-0.74","219.84","8485","1115.9269","12080.43","20061.02"
"E","2017-02-09","409.5231","36.7","-0.72","214.95","8303.1","1115.9269","12079.77","20063.13"
"E","2017-02-08","417.6846","37.43","-0.62","236.31","7146.3","1115.9269","12079.09","20065.17"
"E","2017-02-07","424.664","38.05","-0.54","374.31","6451.4","1115.9269","12078.49","20067.13"
"E","2017-02-06","430.9509","38.62","-0.52","470.3","6217.3","1115.9269","12078","20068.82"
"E","2017-02-05","436.7193","39.14","-0.3","980.65","4324","1115.9192","12077.57","19806.19"
"E","2017-02-04","440.0865","39.44","-0.28","1168.23","4249.6","1115.9192","12077.01","20071.48"
"E","2017-02-03","443.1825","39.71","-0.37","1029.81","5161.4","1115.9192","12076.75","20072.38"
"E","2017-02-02","447.3386","40.09","-0.44","900.07","5817.3","1115.9192","12076.29","20074"
"E","2017-02-01","452.1829","40.52","-0.56","604.54","6819","1115.9192","12075.8","20084.01"
"E","2017-01-31","457.2454","40.99","-0.62","357.42","7296.5","1115.4538","12075.19","20086"
"E","2017-01-30","464.2399","41.62","-0.6","311.5","7037.5","1115.4538","12074.65","20087.71"
"E","2017-01-29","470.9263","42.22","-0.52","557.07","6378","1115.4585","12074.27","20089.24"
"E","2017-01-28","476.759","42.74","-0.54","516.52","6595.5","1115.4585","12073.76","20090.88"
"E","2017-01-27","482.8319","43.29","-0.77","231.58","8826.8","1115.4585","12073.12","20093.08"
"E","2017-01-26","491.4669","44.06","-0.84","186.51","9595.8","1115.4585","12072.52","20095.25"
"E","2017-01-25","500.9592","44.91","-0.85","217.43","9680.6","1115.4585","12071.93","20097.42"
"E","2017-01-24","510.5193","45.77","-0.85","198.38","9680.2","1115.4585","12071.33","20099.65"
"E","2017-01-23","520.0322","46.62","-0.87","171.34","9903.3","1115.4585","12070.73","20101.89"
"E","2017-01-22","529.8587","47.5","-0.69","226","7958.8","1115.4607","12070.18","20104.09"
"E","2017-01-21","537.7814","48.2","-0.71","225.52","8111.9","1115.7646","12069.59","20106.26"
"E","2017-01-20","545.3982","48.88","-0.85","211.84","9724.2","1115.7646","12068.97","20108.5"
"E","2017-01-19","554.9613","49.74","-0.91","116.82","10262.7","1115.7646","12068.39","20110.65"
"E","2017-01-18","565.1907","50.66","-0.91","158","10356.2","1115.7646","12067.8","20112.88"
"E","2017-01-17","575.4666","51.58","-0.9","169.03","10233.8","1115.7646","12067.24","20115.05"
"E","2017-01-16","585.618","52.49","-0.82","129","9229.1","1115.7646","12066.67","20117.25"
"E","2017-01-15","594.7245","53.3","-0.57","486.47","6851.2","1115.7826","12049.62","20093.09"
"E","2017-01-14","601.2448","53.89","-0.58","301.99","6734.9","1115.7826","12049.06","20094.91"
"E","2017-01-13","607.6977","54.46","-0.71","225.03","8110.6","1115.7826","12048.28","20097.31"
"E","2017-01-12","615.6268","55.17","-0.66","421.46","7759.4","1115.7826","12047.61","20099.43"
"E","2017-01-11","623.3133","55.86","-0.72","443.3","8477.6","1115.7826","12047.01","20101.4"
"E","2017-01-10","631.3209","56.58","-0.77","310.98","8875.4","1115.7826","12046.52","20103.16"
"E","2017-01-09","639.7671","57.34","-0.77","391.28","8975.3","1115.7826","12046","20105.09"
"E","2017-01-08","648.39","58.11","-0.67","577.48","8089.3","1115.7849","12045.46","20107.22"
"E","2017-01-07","655.9081","58.78","-0.77","360.95","8920.3","1115.7849","12044.87","20109.33"
"E","2017-01-06","663.551","59.47","-0.87","163.52","9838.1","1115.7849","12044.2","20111.64"
"E","2017-01-05","673.2388","60.34","-0.82","207.03","9387.1","1115.7849","12043.4","20114.02"
"E","2017-01-04","682.4958","61.17","-0.69","137.44","7819.5","1115.7849","12042.7","20116.08"
"E","2017-01-03","690.1905","61.86","-0.7","219.03","8085.2","1115.7668","12042.03","20118.16"
"E","2017-01-02","698.1673","62.57","-0.63","282.56","7360.6","1115.7668","12041.83","20119.09"
"E","2017-01-01","704.4488","63.14","-0.5","688.54","6268.1","1115.7712","11691.08","19698.9"
"E","2016-12-31","708.3169","63.46","-0.51","662.44","6346.2","1116.2103","11965.63","20048.16"
"E","2016-12-30","713.5842","63.93","-0.56","545.95","6832.1","1116.2103","12040.44","20140.99"
"E","2016-12-29","719.9013","64.5","-0.55","176.9","6354.3","1116.2103","12039.76","20143.1"
"E","2016-12-28","726.1288","65.05","-0.49","230.72","5745.1","1116.2103","12038.97","20145.21"
"E","2016-12-27","731.7168","65.55","-0.43","338.12","5100.2","1116.2103","12038.26","20147.27"
"E","2016-12-26","736.5265","65.98","-0.22","833.71","3253.6","1116.2103","12037.82","20148.53"
"E","2016-12-25","738.9849","66.2","-0.13","1255.32","2667.1","1116.2127","12037.64","20149.11"
"E","2016-12-24","740.3828","66.33","-0.25","871.15","3659","1116.2127","12037.07","20150.65"
"E","2016-12-23","743.1914","66.58","-0.47","311.78","5599.6","1116.2127","12036.32","20152.68"
"E","2016-12-22","748.5422","67.06","-0.57","177.31","6571","1116.2127","12035.58","20154.93"
"E","2016-12-21","755.0203","67.64","-0.63","183.74","7243.3","1116.2127","12034.69","20157.55"
"E","2016-12-20","762.1595","68.28","-0.72","108.63","8160","1116.2127","12033.72","20160.45"
"E","2016-12-19","770.2775","69.01","-0.67","118.83","7598.5","1116.2127","12032.83","20163.07"
"E","2016-12-18","777.8173","69.68","-0.49","253.1","5758.1","1116.1991","12031.75","20165.34"
"E","2016-12-17","783.3676","70.18","-0.51","253.15","5977.3","1116.1991","12030.78","20168.2"
"E","2016-12-16","789.1552","70.7","-0.61","140.71","6994","1116.1991","12030.04","20170.47"
