"Status","Gas Day Start","Gas in storage (TWh)","Full (%)","Trend (%)","Injection (GWh/d)","Withdrawal (GWh/d)","Working gas volume (TWh)","Injection capacity (GWh/d)","Withdrawal capacity (GWh/d)"
"C","2022-07-04","664.3162","59.79","0.37","4359.53","269","1111.0291","11708.56","19842.06"
"C","2022-07-03","660.2405","59.43","0.46","5298.04","230.9","1111.0049","11715.23","19839.81"
"C","2022-07-02","655.1873","58.97","0.43","5079.18","296.5","1111.0048","11715.58","19838.85"
"C","2022-07-01","650.4237","58.54","0.37","4443.79","362.5","1111.0047","11715.88","19838.03"
"E","2022-06-30","646.2322","58.18","0.28","3912.29","758.1","1110.8154","11715.93","19837.89"
"E","2022-06-29","643.1588","57.9","0.3","3846.93","558.8","1110.8154","11700.06","19836.59"
"C","2022-06-28","639.8973","57.61","0.31","3893.13","460.1","1110.8154","11700.42","19835.63"
"C","2022-06-27","636.3762","57.3","0.3","3793.29","508.4","1110.6654","11700.86","19834.47"
"C","2022-06-26","633.1092","57","0.44","4984.21","123.9","1110.6837","11702.27","19835.48"
"C","2022-06-25","628.2616","56.57","0.43","4935.9","131.7","1110.6833","11702.79","19834.04"
"C","2022-06-24","623.4904","56.14","0.33","3898.18","223.1","1110.6832","11701.35","19832.5"
"C","2022-06-23","619.9175","55.81","0.29","3451.26","245.2","1110.6832","11701.67","19831.63"
"E","2022-06-22","616.8703","55.54","0.27","3321.58","349.8","1110.6832","11689.19","19783.87"
"E","2022-06-21","613.8346","55.26","0.31","3847.69","375.5","1110.7932","11681.73","19753.88"
"E","2022-06-20","605.8373","55.05","0.32","3928.08","398.9","1100.5332","11561.32","19589.49"
"E","2022-06-19","602.319","54.73","0.44","5029.88","207.4","1100.561","11562.09","19589.3"
"E","2022-06-18","597.5093","54.29","0.44","5040.4","226.8","1100.56","11563.14","19587.66"
"E","2022-06-17","592.7405","53.86","0.35","4013.94","203.1","1100.5591","11545.98","19586.06"
"E","2022-06-16","588.9637","53.53","0.34","3974.04","266.6","1100.2174","11547.11","19582.97"
"E","2022-06-15","585.2666","53.2","0.33","3952.32","278.7","1100.2173","11547.63","19581.53"
"E","2022-06-14","581.5929","52.86","0.33","3975.84","392","1100.217","11548.17","19580.08"
"E","2022-06-13","577.9672","52.53","0.37","4283.61","224.1","1100.2157","11500.4","19548.38"
"E","2022-06-12","573.2335","52.1","0.54","5997.08","66.6","1100.2103","11500.72","19546.68"
"E","2022-06-11","567.5426","51.58","0.52","5800.38","67.6","1100.2103","11501.23","19545.35"
"E","2022-06-10","561.8064","51.06","0.31","4010.06","622.7","1100.2103","11501.72","19544.06"
"E","2022-06-09","559.1901","50.83","0.26","3734.8","889.2","1100.2104","11501.38","19544.97"
"E","2022-06-08","556.6064","50.59","0.26","3753.65","843","1100.2103","11501.74","19544"
"E","2022-06-07","553.7106","50.33","0.35","4259.62","453","1100.2103","11508.58","19542.69"
"E","2022-06-06","549.9039","49.98","0.45","5143.31","174.6","1100.2103","11509.08","19541.37"
"E","2022-06-05","544.9269","49.53","0.5","5709.18","156.5","1100.1927","11509.15","19539.17"
"E","2022-06-04","539.3738","49.03","0.5","5692.99","137.3","1100.1927","11509.66","19537.85"
"E","2022-06-03","533.8165","48.52","0.42","4839.47","188.1","1100.1927","11541.88","19536.52"
"E","2022-06-02","529.1365","48.09","0.41","4785.87","282.2","1100.1927","11542.39","19535.18"
"E","2022-06-01","524.6601","47.69","0.35","4106.37","276.3","1100.1927","11542.89","19533.85"
"E","2022-05-31","520.8537","47.36","0.31","3908.81","522.6","1099.7958","11486.88","19458.59"
"E","2022-05-30","517.6515","47.07","0.31","4087.47","666.4","1099.7958","11487.3","19457.26"
"E","2022-05-29","514.0772","46.74","0.47","5347.71","199","1099.7782","11487.46","19455.05"
"E","2022-05-28","508.9081","46.27","0.49","5486.5","124.8","1099.7782","11487.97","19453.69"
"E","2022-05-27","503.5422","45.79","0.48","5377.69","87.3","1099.7782","11488.48","19452.36"
"E","2022-05-26","498.259","45.31","0.48","5491.38","161.6","1099.7782","11488.98","19451.03"
"E","2022-05-25","492.9501","44.82","0.45","5166.73","272","1099.7782","11489.49","19449.68"
"E","2022-05-24","487.9537","44.37","0.43","4963.43","256.6","1099.7782","11489.48","19449.71"
"E","2022-05-23","483.3092","43.95","0.44","5026.28","240.1","1099.7782","11489.99","19448.38"
"E","2022-05-22","478.5275","43.51","0.53","5935.98","106.9","1099.7621","11490.11","19446.23"
"E","2022-05-21","472.6954","42.98","0.54","6023.66","88","1099.7621","11490.6","19444.92"
"E","2022-05-20","466.7758","42.44","0.45","5207.73","228.8","1099.7621","11491.09","19443.63"
"E","2022-05-19","461.6607","41.98","0.43","5001.64","219.9","1099.7621","11491.6","19442.29"
"E","2022-05-18","456.8256","41.54","0.4","4699.94","287.1","1099.7621","11492.11","19440.93"
"E","2022-05-17","452.4578","41.14","0.4","4598.05","238.1","1099.7831","11492.51","19439.88"
"E","2022-05-16","448.0776","40.74","0.43","5042.29","308.3","1099.7831","11492.99","19438.62"
"E","2022-05-15","443.327","40.31","0.58","6478.84","63.9","1099.7631","11492.94","19436.46"
"E","2022-05-14","436.8961","39.73","0.55","6184.33","82.8","1099.7631","11493.39","19435.28"
"E","2022-05-13","430.7608","39.17","0.51","5749.01","180.3","1099.7631","11485.78","19433.94"
"E","2022-05-12","425.1696","38.62","0.43","5392.49","705.3","1100.8713","11476.31","19432.55"
"E","2022-05-11","420.4121","38.19","0.45","5431.49","498.8","1100.8713","11476.84","19431.16"
"E","2022-05-10","415.4915","37.74","0.42","5400.44","803.8","1100.8713","11476.38","19423.29"
"E","2022-05-09","410.9178","37.33","0.44","5321.97","520.2","1100.8713","11476.91","19421.88"
"E","2022-05-08","406.1229","36.89","0.51","5902.12","243.4","1100.8703","11493.91","19420.45"
"E","2022-05-07","400.476","36.38","0.51","5881.76","218.2","1100.8703","11494.45","19419.04"
"E","2022-05-06","394.7639","35.86","0.43","5534.95","842.5","1100.8703","11493.98","19417.64"
"E","2022-05-05","390.0958","35.44","0.41","4767.78","280.3","1100.8703","11493.48","19416.32"
"E","2022-05-04","385.6036","35.03","0.39","4746.58","401.2","1100.8703","11493.85","19415.34"
"E","2022-05-03","381.2852","34.63","0.4","4580.96","166.3","1100.8703","11494.13","19414.59"
"E","2022-05-02","376.8621","34.23","0.39","4488.58","227.3","1100.8703","11494.49","19413.63"
"E","2022-05-01","372.5567","33.84","0.46","5140.55","114.2","1100.8498","11493.78","19411.87"
"E","2022-04-30","367.5175","33.45","0.38","4351.13","154.8","1098.6178","11489.92","19573.46"
"E","2022-04-29","363.6086","33.05","0.3","3681.73","364.8","1100.0533","11490.05","19573.11"
"E","2022-04-28","360.2897","32.75","0.28","3419.37","390.6","1100.0533","11490.24","19572.61"
"E","2022-04-27","357.2746","32.48","0.19","2728.24","616.5","1100.0533","11486.25","19572.58"
"E","2022-04-26","355.1485","32.15","0.2","2915.15","698.1","1104.5595","11486.04","19573.14"
"E","2022-04-25","352.8688","31.95","0.26","3573.52","655.9","1104.5595","11484.95","19584.31"
"E","2022-04-24","349.9344","31.68","0.42","4858.34","206.3","1104.5488","11485.09","19582.73"
"E","2022-04-23","345.2682","31.26","0.41","4713.59","175.3","1104.5488","11485.48","19581.68"
"E","2022-04-22","340.7752","30.85","0.33","3964.83","364.7","1104.5488","11485.78","19580.89"
"E","2022-04-21","337.1903","30.53","0.28","3554.66","471.2","1104.5488","11486.16","19579.91"
"E","2022-04-20","334.1023","30.28","0.25","3410.16","644.6","1103.4018","11463.73","19559.14"
"E","2022-04-19","331.3427","30.03","0.26","3490.02","567.2","1103.4018","11464.06","19558.28"
"E","2022-04-18","328.2321","29.75","0.43","4883.63","180.5","1103.4018","11464.58","19556.88"
"E","2022-04-17","323.6751","29.33","0.44","4984.89","171.8","1103.4023","11465.13","19555.5"
"E","2022-04-16","318.8705","28.9","0.42","4864.52","178.7","1103.4023","11465.64","19554.15"
"E","2022-04-15","314.182","28.47","0.37","4340.39","259.6","1103.4023","11466.08","19559.19"
"E","2022-04-14","309.4436","28.06","0.31","3792.08","388.5","1102.7799","11466.46","19558.18"
"E","2022-04-13","306.0469","27.75","0.26","3281.86","371.3","1102.7799","11466.58","19557.88"
"E","2022-04-12","303.1348","27.49","0.23","3062.91","546.4","1102.7799","11466.64","19582.7"
"E","2022-04-11","300.6341","27.26","0.14","2199.17","628.1","1102.7799","11466.57","19582.91"
"E","2022-04-10","299.3871","27.15","0.18","2553.68","517.6","1102.7809","11466.69","19582.69"
"E","2022-04-09","297.0166","26.93","0.19","2619.34","506.5","1102.7809","11466.8","19588.01"
"E","2022-04-08","294.9532","26.75","0.15","2312.65","629","1102.7809","11466.9","19587.75"
"E","2022-04-07","293.278","26.57","0.19","2447.69","371","1103.9977","11474.97","19588.54"
"E","2022-04-06","291.6404","26.42","0.12","2036.87","671.6","1103.8201","11467","19493.67"
"E","2022-04-05","290.2787","26.3","-0.02","1124.8","1338.4","1103.8201","11466.78","19494.25"
"E","2022-04-04","291.0416","26.37","-0.09","996.17","1972","1103.8201","11466.59","19494.75"
"E","2022-04-03","292.0302","26.46","-0.04","1229.26","1694.7","1103.8201","11466.51","19494.97"
"E","2022-04-02","292.6736","26.51","-0.04","1175.48","1641.6","1104.1947","11486.03","19489.14"
"E","2022-04-01","293.1746","26.55","-0.11","991.75","2153.5","1104.3771","11477.5","19476.51"
"E","2022-03-31","292.8369","26.36","-0.02","1743.6","1976.8","1110.9977","11481.54","19463.3"
"E","2022-03-30","296.9378","26.66","0.03","2006.22","1708.6","1113.6977","11481.65","19463.01"
"E","2022-03-29","296.6376","26.64","0.1","2518.93","1424.2","1113.6977","11481.88","19462.39"
"E","2022-03-28","295.5531","26.54","0.11","2609.79","1410","1113.6977","11482.09","19461.85"
"E","2022-03-27","294.384","26.43","0.21","3239.36","853.6","1113.6884","11493.19","19460.53"
"E","2022-03-26","291.7987","26.23","0.22","3414.53","1011","1112.6187","11299.7","19165.37"
"E","2022-03-25","289.3924","25.99","0.16","3143.92","1400.4","1113.6884","11494.14","19458.01"
"E","2022-03-24","288.0301","25.86","0.08","2419.71","1490.5","1113.6884","11494.04","19458.29"
"E","2022-03-23","286.6825","25.74","0.03","2042.27","1677.4","1113.6884","11493.96","19458.5"
"E","2022-03-22","286.2588","25.7","0","1888.01","1840.5","1113.6884","11493.88","19458.7"
"E","2022-03-21","286.2584","25.7","-0.06","1769.27","2416.3","1113.6884","11495.72","19459.13"
"E","2022-03-20","286.9046","25.76","0.03","2247.5","1920.1","1113.6903","11490.65","19459.54"
"E","2022-03-19","284.6862","25.56","0.08","2527.23","1672","1113.6903","11487.66","19459.5"
"E","2022-03-18","285.7492","25.66","-0.06","1994.86","2625","1113.6903","11487.62","19459.63"
"E","2022-03-17","286.3948","25.72","-0.09","1650.47","2617.5","1113.6903","11502.59","19459.69"
"E","2022-03-16","287.3796","25.8","-0.11","1413.67","2585.1","1113.6903","11492.67","19459.48"
"E","2022-03-15","288.5486","25.91","-0.16","842.5","2596.2","1113.6903","11481.37","19459.48"
"E","2022-03-14","290.3284","26.07","-0.17","805.74","2646.9","1113.6818","11473.23","19442.44"
"E","2022-03-13","292.3189","26.25","0","1774.91","1820.9","1113.6828","11473.47","19441.92"
"E","2022-03-12","292.3841","26.25","-0.01","1839.82","1966","1113.6828","11468.73","19441.23"
"E","2022-03-11","292.401","26.26","-0.11","1439.54","2609.5","1113.6828","11469.09","19440.28"
"E","2022-03-10","293.5774","26.36","-0.09","1823.16","2815.3","1113.6828","11469.33","19439.64"
"E","2022-03-09","294.5646","26.45","-0.23","770.09","3383.4","1113.6828","11469.42","19439.41"
"E","2022-03-08","297.2937","26.69","-0.32","591.06","4107","1113.6828","11459.49","19439.23"
"E","2022-03-07","300.812","27.01","-0.37","665.33","4841.3","1113.6828","11464.18","19440.04"
"E","2022-03-06","305.0162","27.39","-0.21","888.88","3211.7","1113.6828","11463.94","19440.69"
"E","2022-03-05","307.3171","27.59","-0.19","930.04","3003.4","1113.6828","11463.72","19464.85"
"E","2022-03-04","309.3738","27.78","-0.27","775.17","3762.8","1113.6828","11463.36","19465.8"
"E","2022-03-03","312.3483","28.05","-0.3","625.28","3974.6","1113.6828","11441.29","19466.73"
"E","2022-03-02","315.718","28.35","-0.33","636.28","4303.2","1113.6828","11440.88","19467.79"
"E","2022-03-01","319.3644","28.68","-0.35","676.64","4524.7","1113.6828","11435.47","19468.88"
"E","2022-02-28","323.2534","29.03","-0.34","610.7","4451","1113.6828","11433.77","19493.54"
"E","2022-02-27","327.098","29.37","-0.16","972.34","2712.4","1113.6843","11460.31","19494.18"
"E","2022-02-26","328.8381","29.53","-0.17","728.56","2653.5","1113.6843","11470.1","19494.72"
"E","2022-02-25","330.7471","29.7","-0.26","400","3286","1113.6843","11390.53","19495.7"
"E","2022-02-24","333.5037","29.95","-0.25","493.73","3280","1113.6843","11358.53","19496.45"
"E","2022-02-23","336.2992","30.2","-0.28","471.95","3576.4","1113.6843","11358.16","19497.42"
"E","2022-02-22","339.3854","30.47","-0.33","395.05","4089.3","1113.6843","11357.84","19498.25"
"E","2022-02-21","343.0735","30.81","-0.33","374.2","4021.4","1113.6843","11357.49","19499.17"
"E","2022-02-20","346.7057","31.13","-0.17","881.94","2784.5","1113.6843","11357.22","19540.19"
"E","2022-02-19","348.6128","31.3","-0.22","721.81","3207.9","1113.6843","11356.91","19541.01"
"E","2022-02-18","351.0898","31.53","-0.24","581.11","3260.8","1113.6843","11356.87","19541.12"
"E","2022-02-17","353.7807","31.77","-0.24","718.47","3351.4","1113.6843","11356.97","19540.84"
"E","2022-02-16","356.3614","32","-0.3","619.01","3965.9","1113.6843","11356.8","19541.3"
"E","2022-02-15","359.6991","32.3","-0.36","386.99","4345","1113.6843","11356.64","19541.72"
"E","2022-02-14","363.8077","32.67","-0.36","622.58","4619.8","1113.6843","11356.55","19541.97"
"E","2022-02-13","367.7602","33.02","-0.26","784.14","3723","1113.6867","11356.49","19542.41"
"E","2022-02-12","370.6945","33.29","-0.34","479.43","4274.3","1113.6867","11356.28","19542.94"
"E","2022-02-11","374.5204","33.63","-0.42","440.62","5160.1","1113.6867","11355.99","19543.71"
"E","2022-02-10","379.215","34.05","-0.41","451.57","5062.6","1113.6867","11355.7","19575.69"
"E","2022-02-09","383.8244","34.46","-0.36","506.3","4503.4","1113.6867","11355.32","19576.7"
"E","2022-02-08","387.7168","34.81","-0.37","346.48","4431.1","1113.6867","11355.11","19577.24"
"E","2022-02-07","391.8015","35.18","-0.39","328.46","4707","1113.6867","11354.75","19578.2"
"E","2022-02-06","396.1903","35.57","-0.22","649.7","3074.5","1113.6857","11354.68","19578.28"
"E","2022-02-05","398.6901","35.8","-0.24","602.34","3302.7","1113.6857","11354.6","19578.47"
"E","2022-02-04","401.3949","36.04","-0.34","594.8","4350.2","1113.6857","11354.6","19578.48"
"E","2022-02-03","405.1664","36.38","-0.41","412.53","5002.7","1113.6857","11354.39","19579.04"
"E","2022-02-02","409.7579","36.79","-0.44","273.09","5131.8","1113.6857","11354.12","19546.78"
"E","2022-02-01","414.6202","37.23","-0.45","296.26","5305.4","1113.6857","11353.82","19580.54"
"E","2022-01-31","419.5641","37.67","-0.55","262.17","6398.3","1113.6857","11353.51","19601.45"
"E","2022-01-30","425.694","38.22","-0.35","506.39","4408.8","1113.6979","11353.51","19602.84"
"E","2022-01-29","429.5823","38.57","-0.36","591.86","4594","1113.6979","11353.26","19603.52"
"E","2022-01-28","433.568","38.93","-0.56","210.35","6462.7","1113.6979","11352.87","19623.05"
"E","2022-01-27","439.8144","39.49","-0.59","281.3","6817.5","1113.6979","11352.56","19623.86"
"E","2022-01-26","446.3697","40.08","-0.69","234.16","7866.2","1113.6979","11352.1","19625.06"
"E","2022-01-25","453.9469","40.76","-0.72","170.59","8235.3","1113.6979","11351.67","19626.19"
"E","2022-01-24","462.0166","41.48","-0.7","189.45","7953.4","1113.6979","11351.27","19594.04"
"E","2022-01-23","469.7796","42.18","-0.54","261.97","6279.2","1113.7199","11351.4","19629.43"
"E","2022-01-22","475.9191","42.73","-0.58","234.26","6686.4","1113.7199","11350.98","19630.54"
"E","2022-01-21","482.3719","43.31","-0.69","166.85","7843.2","1113.7199","11351.5","19629.16"
"E","2022-01-20","490.0498","44","-0.65","158.96","7424.1","1113.7199","11351.1","19592.87"
"E","2022-01-19","497.2931","44.65","-0.64","207.14","7375.2","1113.7199","11350.7","19608.01"
"E","2022-01-18","504.2454","45.28","-0.69","199.79","7886.3","1113.7199","11350.15","19652.51"
"E","2022-01-17","511.9726","45.97","-0.65","213.01","7398.8","1113.7199","11349.79","19609.91"
"E","2022-01-16","519.1317","46.61","-0.49","478.94","5947.3","1113.8199","11351.87","19659.4"
"E","2022-01-15","524.6143","47.1","-0.56","366.08","6580.5","1113.8199","11351.37","19660.72"
"E","2022-01-14","530.8226","47.66","-0.71","189.15","8070.7","1113.8199","11350.88","19662.01"
"E","2022-01-13","538.743","48.37","-0.71","249.13","8166","1113.8199","11351.07","19661.5"
"E","2022-01-12","546.6315","49.08","-0.74","194.24","8401.7","1113.8199","11350.65","19662.61"
"E","2022-01-11","554.8291","49.81","-0.73","227.92","8338.9","1113.8199","11350.22","19663.76"
"E","2022-01-10","562.9193","50.54","-0.69","180.26","7893.5","1113.7691","11349.73","19660.83"
"E","2022-01-09","571.0442","51.28","-0.43","378.53","5139.7","1113.6349","11346.06","19655.23"
"E","2022-01-08","575.8074","51.71","-0.43","392.1","5135.3","1113.6349","11345.64","19656.33"
"E","2022-01-07","580.5666","52.13","-0.52","348.85","6109","1113.6349","11345.25","19657.36"
"E","2022-01-06","586.3128","52.65","-0.48","398.5","5722.2","1113.6349","11344.92","19658.24"
"E","2022-01-05","590.6477","53.04","-0.39","565.01","4853.5","1113.6349","11344.52","19659.3"
"E","2022-01-04","594.9228","53.42","-0.25","1169.27","3961.6","1113.6349","11344.33","19659.79"
"E","2022-01-03","597.6848","53.67","-0.14","1586.14","3188.2","1113.6349","11344.5","19659.35"
"E","2022-01-02","599.2258","53.81","0","2332.69","2377","1113.6183","11344.45","19657.57"
"E","2022-01-01","599.2736","53.81","0.18","3950.17","1898.4","1113.5959","11344.68","19656.21"
"E","2021-12-31","596.7885","53.59","0.08","2890.93","1960.6","1113.5709","11345.17","19665.12"
"E","2021-12-30","595.2129","53.45","-0.02","2646.03","2880","1113.5709","11349.19","19666.31"
"E","2021-12-29","595.4729","53.47","-0.11","1983.79","3208.6","1113.5709","11345.04","19665.47"
"E","2021-12-28","596.584","53.57","-0.23","1469.48","4063.2","1113.5709","11345.27","19664.85"
"E","2021-12-27","599.2018","53.81","-0.3","1128.75","4442.8","1113.5709","11345.48","19664.31"
"E","2021-12-26","602.5278","54.11","-0.34","819.67","4558.1","1113.5705","11345.39","19664.47"
"E","2021-12-25","606.2872","54.45","-0.26","1075.43","4003.3","1113.5705","11345.57","19664.02"
